Date,Open,High,Low,Close,Adj Close,Volume
2022-01-21,2264.800049,2334.350098,2250.000000,2325.399902,2284.645752,4596050
2022-01-24,2338.899902,2344.949951,2266.699951,2284.600098,2244.560791,2231103
2022-01-25,2283.500000,2333.699951,2240.899902,2327.250000,2286.463379,1843543
2022-01-27,2310.000000,2325.600098,2275.000000,2295.350098,2255.122559,2620474
2022-01-28,2294.600098,2318.699951,2278.050049,2283.550049,2243.529297,1967721
2022-01-31,2290.000000,2311.850098,2271.000000,2273.750000,2233.900879,1639875
2022-02-01,2303.300049,2320.000000,2278.399902,2305.649902,2265.241943,1270508
2022-02-02,2324.100098,2333.000000,2296.550049,2327.899902,2287.101807,1246111
2022-02-03,2329.000000,2331.949951,2290.000000,2298.149902,2257.873291,1448039
2022-02-04,2306.000000,2312.750000,2283.000000,2306.600098,2266.175293,1014561
2022-02-07,2295.250000,2316.699951,2237.000000,2257.600098,2218.034180,1207402
2022-02-08,2268.000000,2268.000000,2246.550049,2264.350098,2224.665771,1190660
2022-02-09,2267.550049,2280.350098,2255.600098,2277.649902,2237.732422,1049611
2022-02-10,2280.000000,2285.000000,2255.850098,2283.149902,2243.136230,1195100
2022-02-11,2279.000000,2279.000000,2249.000000,2258.000000,2218.427002,2100036
2022-02-14,2220.000000,2236.250000,2207.000000,2228.550049,2189.493164,1661501
2022-02-15,2247.949951,2304.149902,2222.550049,2290.100098,2249.964600,1533070
2022-02-16,2290.100098,2303.750000,2275.000000,2286.500000,2246.427490,995668
2022-02-17,2282.000000,2313.000000,2276.000000,2307.550049,2267.108643,869374
2022-02-18,2294.000000,2327.800049,2294.000000,2312.550049,2272.020996,890713
2022-02-21,2298.000000,2304.050049,2284.750000,2294.800049,2254.582031,737919
2022-02-22,2280.000000,2280.000000,2250.100098,2269.949951,2230.167480,902667
2022-02-23,2270.000000,2273.949951,2252.250000,2260.399902,2220.784668,1324411
2022-02-24,2200.000000,2242.000000,2160.300049,2171.399902,2133.344482,2997629
2022-02-25,2195.000000,2196.000000,2162.149902,2170.699951,2132.656738,2193728
2022-02-28,2164.000000,2179.899902,2120.000000,2172.100098,2134.032715,2334036
2022-03-02,2128.949951,2154.800049,2123.050049,2149.100098,2111.435791,2034688
2022-03-03,2157.899902,2167.949951,2086.600098,2091.000000,2054.353760,2372998
2022-03-04,2075.000000,2077.949951,1975.250000,2019.500000,1984.106934,6320118
2022-03-07,1979.500000,1980.150024,1927.000000,1943.949951,1909.880859,2976453
2022-03-08,1924.550049,1958.000000,1901.550049,1949.000000,1914.842529,3211938
2022-03-09,1964.000000,2007.050049,1951.000000,1997.900024,1962.885498,2879079
2022-03-10,2051.899902,2114.000000,2049.000000,2101.949951,2065.111816,4879791
2022-03-11,2100.000000,2110.199951,2070.000000,2094.399902,2057.694092,2481643
2022-03-14,2095.000000,2095.000000,2046.099976,2059.300049,2023.209473,1730325
2022-03-15,2045.000000,2080.800049,2025.000000,2038.199951,2002.479126,2391023
2022-03-16,2060.000000,2080.000000,2032.050049,2072.149902,2035.833984,2808685
2022-03-17,2098.100098,2116.699951,2082.350098,2102.050049,2065.209961,2995889
2022-03-21,2106.500000,2110.899902,2046.000000,2051.199951,2015.251221,1674982
2022-03-22,2053.750000,2053.750000,1969.000000,1993.500000,1958.562500,5356303
2022-03-23,2012.000000,2016.550049,1975.250000,1978.550049,1943.874634,3212162
2022-03-24,1970.000000,1991.349976,1951.349976,1965.900024,1931.446289,3054664
2022-03-25,1974.900024,1977.000000,1945.000000,1953.000000,1918.772339,2233647
2022-03-28,1959.949951,1980.800049,1931.300049,1975.099976,1940.484985,1794533
2022-03-29,1980.000000,1994.849976,1974.050049,1987.050049,1952.225708,1249125
2022-03-30,2000.000000,2019.000000,1995.050049,2015.900024,1980.570068,1476829
2022-03-31,2019.400024,2054.000000,2018.000000,2048.649902,2012.745850,2540524
2022-04-01,2054.899902,2085.850098,2038.400024,2078.149902,2041.728882,1714996
2022-04-04,2078.000000,2132.449951,2070.199951,2128.449951,2091.147217,1693019
2022-04-05,2144.500000,2158.000000,2127.000000,2139.800049,2102.298584,1277652
2022-04-06,2135.000000,2164.399902,2121.300049,2142.050049,2104.509033,1736115
2022-04-07,2139.949951,2175.000000,2135.100098,2164.800049,2126.860352,1824732
2022-04-08,2177.699951,2193.500000,2163.500000,2183.050049,2144.790771,1693462
2022-04-11,2188.000000,2194.100098,2138.899902,2163.050049,2125.141113,1380107
2022-04-12,2140.899902,2165.000000,2125.000000,2132.250000,2094.880615,1370233
2022-04-13,2137.699951,2165.000000,2130.699951,2152.149902,2114.431885,1071601
2022-04-18,2148.000000,2182.899902,2135.050049,2177.649902,2139.484863,1828131
2022-04-19,2185.699951,2206.850098,2101.050049,2113.050049,2076.017578,1775996
2022-04-20,2114.399902,2168.649902,2092.699951,2164.949951,2127.007813,1511804
2022-04-21,2185.000000,2203.750000,2168.000000,2197.949951,2159.429443,2244813
2022-04-22,2182.000000,2189.000000,2120.000000,2126.949951,2089.673828,3520828
2022-04-25,2100.000000,2162.000000,2047.000000,2100.750000,2063.933105,2437310
2022-04-26,2142.199951,2157.949951,2121.000000,2148.350098,2110.698730,1447088
2022-04-27,2147.800049,2152.399902,2103.500000,2145.100098,2107.505859,2214481
2022-04-28,2230.000000,2250.000000,2165.000000,2241.850098,2202.560059,5865359
2022-04-29,2244.399902,2290.000000,2222.550049,2234.850098,2195.682861,2678692
2022-05-02,2220.000000,2252.000000,2205.899902,2230.500000,2191.408936,1543544
2022-05-04,2241.949951,2250.850098,2148.649902,2171.550049,2133.492188,1608395
2022-05-05,2178.000000,2201.949951,2153.600098,2166.600098,2128.628906,1101451
2022-05-06,2125.000000,2170.000000,2106.199951,2149.199951,2111.533691,1585602
2022-05-09,2121.500000,2139.399902,2110.149902,2116.649902,2079.554199,1341414
2022-05-10,2134.000000,2197.899902,2119.000000,2180.399902,2142.187012,2162232
2022-05-11,2185.000000,2189.699951,2116.000000,2163.500000,2125.583252,1858636
2022-05-12,2164.850098,2164.850098,2109.199951,2138.800049,2101.316162,1531515
2022-05-13,2170.000000,2218.000000,2154.149902,2194.100098,2155.646973,2057239
2022-05-16,2200.000000,2221.949951,2172.300049,2217.250000,2178.391113,1396818
2022-05-17,2237.899902,2277.000000,2221.300049,2245.000000,2205.654785,2055096
2022-05-18,2236.100098,2302.000000,2236.100098,2291.399902,2251.241455,2137455
2022-05-19,2245.600098,2283.800049,2245.449951,2264.550049,2224.862305,1734602
2022-05-20,2290.000000,2348.000000,2282.699951,2325.949951,2285.186035,2599505
2022-05-23,2309.000000,2388.000000,2306.350098,2379.800049,2338.092285,2363306
2022-05-24,2380.000000,2380.000000,2302.050049,2309.649902,2269.171631,3078655
2022-05-25,2329.949951,2329.949951,2286.500000,2298.699951,2258.413574,1884260
2022-05-26,2290.149902,2296.000000,2258.000000,2280.199951,2240.238037,2299127
2022-05-27,2297.000000,2334.899902,2280.500000,2330.600098,2289.754639,1011303
2022-05-30,2342.199951,2365.000000,2331.000000,2348.949951,2307.782959,939562
2022-05-31,2360.000000,2367.899902,2303.899902,2353.250000,2312.007568,3123979
2022-06-01,2370.000000,2413.800049,2302.000000,2308.449951,2267.992676,2197599
2022-06-02,2295.000000,2306.949951,2257.149902,2284.800049,2244.757324,1460335
2022-06-03,2284.000000,2324.949951,2265.149902,2291.949951,2251.781982,1845303
2022-06-06,2272.199951,2301.949951,2247.600098,2280.500000,2240.532715,2131405
2022-06-07,2250.000000,2259.850098,2207.050049,2211.600098,2172.840332,2034730
2022-06-08,2215.000000,2218.949951,2186.000000,2197.050049,2158.545166,1506843
2022-06-09,2197.000000,2208.350098,2170.750000,2197.699951,2159.183838,1497867
2022-06-10,2163.000000,2208.850098,2162.800049,2199.899902,2161.345215,1641981
2022-06-13,2168.000000,2217.000000,2156.000000,2196.899902,2158.397705,1519441
2022-06-14,2190.850098,2213.949951,2160.000000,2171.000000,2132.951904,1592475
2022-06-15,2158.699951,2158.899902,2131.000000,2146.550049,2127.550049,1432377
2022-06-16,2145.000000,2164.000000,2135.050049,2146.699951,2146.699951,1353485
2022-06-17,2160.000000,2160.399902,2100.000000,2110.449951,2110.449951,3252189
2022-06-20,2111.000000,2202.899902,2108.149902,2195.899902,2195.899902,2022000
2022-06-21,2195.000000,2232.000000,2172.149902,2205.000000,2205.000000,1606187
2022-06-22,2189.199951,2224.899902,2186.050049,2202.850098,2202.850098,1741378
2022-06-23,2208.000000,2257.350098,2192.100098,2252.600098,2252.600098,1585753
2022-06-24,2265.000000,2318.800049,2260.050049,2303.899902,2303.899902,1930048
2022-06-27,2315.850098,2331.850098,2298.050049,2320.649902,2320.649902,1450391
2022-06-28,2320.649902,2324.000000,2277.850098,2317.649902,2317.649902,1404108
2022-06-29,2296.199951,2299.899902,2225.000000,2233.449951,2233.449951,1682914
2022-06-30,2224.899902,2249.000000,2213.399902,2230.600098,2230.600098,2387212
2022-07-01,2226.000000,2293.000000,2203.600098,2282.350098,2282.350098,1235612
2022-07-04,2276.000000,2378.300049,2276.000000,2375.199951,2375.199951,2410245
2022-07-05,2384.500000,2412.000000,2371.600098,2401.500000,2401.500000,2463079
2022-07-06,2400.000000,2509.100098,2400.000000,2498.399902,2498.399902,4770394
2022-07-07,2505.000000,2531.000000,2465.500000,2472.949951,2472.949951,3333262
2022-07-08,2476.449951,2503.800049,2452.800049,2496.850098,2496.850098,1346970
2022-07-11,2487.000000,2525.000000,2480.000000,2490.600098,2490.600098,1587197
2022-07-12,2475.000000,2490.600098,2444.449951,2449.550049,2449.550049,1116476
2022-07-13,2464.000000,2519.350098,2461.399902,2497.750000,2497.750000,2528792
2022-07-14,2502.750000,2522.899902,2468.199951,2497.800049,2497.800049,1663307
2022-07-15,2530.000000,2573.899902,2502.050049,2568.500000,2568.500000,2996964
2022-07-18,2581.000000,2605.000000,2533.050049,2553.500000,2553.500000,1566888
2022-07-19,2549.949951,2575.000000,2522.750000,2567.949951,2567.949951,1473121
2022-07-20,2575.000000,2618.000000,2535.600098,2604.500000,2604.500000,4012897
2022-07-21,2617.000000,2629.899902,2591.699951,2607.449951,2607.449951,1990695
2022-07-22,2617.000000,2643.199951,2611.050049,2640.600098,2640.600098,1905780
2022-07-25,2645.500000,2654.000000,2612.000000,2623.600098,2623.600098,1253821
2022-07-26,2625.000000,2625.000000,2538.100098,2547.100098,2547.100098,1685576
2022-07-27,2535.350098,2590.500000,2525.000000,2581.949951,2581.949951,1404133
2022-07-28,2625.000000,2625.000000,2585.000000,2620.100098,2620.100098,1442054
2022-07-29,2640.000000,2645.000000,2596.000000,2637.399902,2637.399902,1463059
2022-08-01,2637.500000,2638.000000,2580.000000,2593.000000,2593.000000,1559918
2022-08-02,2600.000000,2639.100098,2599.000000,2635.250000,2635.250000,1359934
2022-08-03,2615.250000,2664.000000,2597.899902,2626.350098,2626.350098,1767904
2022-08-04,2634.000000,2643.449951,2615.000000,2627.949951,2627.949951,1189384
2022-08-05,2638.000000,2657.649902,2627.550049,2645.399902,2645.399902,1176666
2022-08-08,2645.399902,2658.000000,2626.050049,2650.350098,2650.350098,1024511
2022-08-10,2650.350098,2676.699951,2631.199951,2642.800049,2642.800049,1098949
2022-08-11,2656.050049,2667.750000,2606.600098,2613.699951,2613.699951,810674
2022-08-12,2624.899902,2626.100098,2585.100098,2594.949951,2594.949951,1473527
2022-08-16,2607.949951,2648.350098,2590.550049,2644.500000,2644.500000,1584117
2022-08-17,2651.000000,2694.000000,2644.500000,2684.649902,2684.649902,1711381
2022-08-18,2685.000000,2715.000000,2664.649902,2682.050049,2682.050049,1465489
2022-08-19,2689.000000,2698.949951,2626.500000,2634.550049,2634.550049,1324508
2022-08-22,2648.000000,2666.800049,2620.100098,2626.699951,2626.699951,1410895
2022-08-23,2602.050049,2629.699951,2585.250000,2592.750000,2592.750000,1305045
2022-08-24,2576.000000,2610.000000,2561.300049,2588.250000,2588.250000,1242489
2022-08-25,2601.199951,2628.399902,2565.449951,2574.199951,2574.199951,1106593
2022-08-26,2599.899902,2614.699951,2562.000000,2571.550049,2571.550049,1048791
2022-08-29,2550.000000,2607.899902,2550.000000,2575.800049,2575.800049,1450034
2022-08-30,2588.699951,2667.000000,2585.600098,2659.850098,2659.850098,2227943
2022-09-01,2650.000000,2655.000000,2594.000000,2606.000000,2606.000000,1702269
2022-09-02,2615.000000,2623.000000,2585.000000,2603.600098,2603.600098,937600
2022-09-05,2597.000000,2622.399902,2586.100098,2600.600098,2600.600098,1274074
2022-09-06,2591.199951,2620.000000,2563.000000,2573.100098,2573.100098,1250776
2022-09-07,2571.800049,2596.899902,2560.800049,2564.600098,2564.600098,1344964
2022-09-08,2580.000000,2596.000000,2563.000000,2577.149902,2577.149902,1004533
2022-09-09,2598.000000,2647.000000,2583.449951,2588.699951,2588.699951,1785443
2022-09-12,2591.000000,2605.000000,2574.000000,2580.399902,2580.399902,1595709
2022-09-13,2598.000000,2609.000000,2579.000000,2586.600098,2586.600098,1342130
2022-09-14,2550.000000,2606.000000,2546.699951,2571.399902,2571.399902,1610054
2022-09-15,2580.000000,2598.800049,2551.000000,2560.399902,2560.399902,1199906
2022-09-16,2555.000000,2563.850098,2518.649902,2528.149902,2528.149902,2516820
2022-09-19,2531.000000,2588.000000,2508.050049,2579.250000,2579.250000,1166725
2022-09-20,2598.600098,2621.500000,2579.600098,2583.550049,2583.550049,1253333
2022-09-21,2582.000000,2646.750000,2580.000000,2623.600098,2623.600098,1960049
2022-09-22,2623.100098,2701.250000,2620.050049,2692.750000,2692.750000,2620240
2022-09-23,2697.899902,2723.750000,2674.000000,2682.050049,2682.050049,1789791
2022-09-26,2668.500000,2729.000000,2643.050049,2660.550049,2660.550049,2678551
2022-09-27,2676.000000,2713.750000,2653.399902,2679.250000,2679.250000,1898440
